region_id,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
IREG202,23,1269,111,1403,154,2189,110,2453,79,1043,57,1179,34,655,61,750,63,895,108,1066,91,847,84,1022,115,727,76,918,96,476,37,609,72,293,19,384,727,8394,663,9784,17,1188,117,1322,75,2292,97,2464,35,964,52,1051,28,802,44,874,44,1142,47,1233,69,1130,54,1253,123,830,35,988,99,529,34,662,112,324,54,490,602,9201,534,10337,40,2457,228,2725,229,4481,207,4917,114,2007,109,2230,62,1457,105,1624,107,2037,155,2299,160,1977,138,2275,238,1557,111,1906,195,1005,71,1271,184,617,73,874,1329,17595,1197,20121
IREG294,0,8,4,12,0,8,4,12,3,3,8,14,0,17,6,23,3,12,12,27,0,23,19,42,3,16,13,32,0,4,3,7,0,0,3,3,9,91,72,172,0,10,5,15,0,10,0,10,0,9,3,12,0,16,8,24,0,13,5,18,3,4,11,18,0,4,5,9,0,0,3,3,0,0,0,0,3,66,40,109,0,18,9,27,0,18,4,22,3,12,11,26,0,33,14,47,3,25,17,45,3,27,30,60,3,20,18,41,0,4,6,10,0,0,3,3,12,157,112,281
IREG297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG301,59,3209,200,3468,418,5863,277,6558,151,2892,142,3185,96,2087,191,2374,127,3033,305,3465,173,2708,182,3063,207,1965,101,2273,187,1037,43,1267,161,459,51,671,1579,23253,1492,26324,44,3072,174,3290,215,5897,234,6346,95,2738,75,2908,56,2177,86,2319,89,3373,113,3575,208,3128,123,3459,224,2259,72,2555,189,1296,47,1532,252,635,72,959,1372,24575,996,26943,103,6281,374,6758,633,11760,511,12904,246,5630,217,6093,152,4264,277,4693,216,6406,418,7040,381,5836,305,6522,431,4224,173,4828,376,2333,90,2799,413,1094,123,1630,2951,47828,2488,53267
IREG302,17,1366,162,1545,75,2632,152,2859,23,1161,75,1259,28,746,113,887,48,1296,178,1522,67,1119,141,1327,81,852,73,1006,72,500,40,612,82,233,20,335,493,9905,954,11352,9,1372,140,1521,41,2564,160,2765,26,1162,45,1233,19,881,38,938,23,1524,78,1625,42,1486,60,1588,71,1102,43,1216,84,614,30,728,172,312,16,500,487,11017,610,12114,26,2738,302,3066,116,5196,312,5624,49,2323,120,2492,47,1627,151,1825,71,2820,256,3147,109,2605,201,2915,152,1954,116,2222,156,1114,70,1340,254,545,36,835,980,20922,1564,23466
IREG303,3,523,24,550,3,860,32,895,3,396,11,410,3,357,11,371,3,539,17,559,4,569,10,583,25,401,3,429,27,247,0,274,40,95,0,135,111,3987,108,4206,0,466,28,494,8,901,35,944,3,386,14,403,4,392,11,407,3,599,22,624,9,596,19,624,23,399,6,428,12,226,3,241,61,132,0,193,123,4097,138,4358,3,989,52,1044,11,1761,67,1839,6,782,25,813,7,749,22,778,6,1138,39,1183,13,1165,29,1207,48,800,9,857,39,473,3,515,101,227,0,328,234,8084,246,8564
IREG304,3,458,24,485,9,849,46,904,5,318,9,332,5,249,3,257,8,437,14,459,9,427,23,459,17,329,13,359,23,197,6,226,38,112,5,155,117,3376,143,3636,0,441,42,483,9,826,38,873,3,281,24,308,4,261,9,274,3,526,20,549,6,464,25,495,25,370,15,410,28,198,14,240,44,107,13,164,122,3474,200,3796,3,899,66,968,18,1675,84,1777,8,599,33,640,9,510,12,531,11,963,34,1008,15,891,48,954,42,699,28,769,51,395,20,466,82,219,18,319,239,6850,343,7432
IREG305,17,1179,99,1295,123,2248,86,2457,46,957,53,1056,27,588,69,684,42,942,128,1112,61,881,86,1028,69,704,50,823,85,376,25,486,80,209,22,311,550,8084,618,9252,12,1110,80,1202,83,2335,82,2500,38,920,25,983,25,624,30,679,42,1084,25,1151,51,1096,30,1177,75,795,26,896,76,421,24,521,80,249,24,353,482,8634,346,9462,29,2289,179,2497,206,4583,168,4957,84,1877,78,2039,52,1212,99,1363,84,2026,153,2263,112,1977,116,2205,144,1499,76,1719,161,797,49,1007,160,458,46,664,1032,16718,964,18714
IREG306,16,1082,103,1201,101,1834,69,2004,37,767,27,831,22,487,21,530,36,699,24,759,52,698,30,780,69,545,23,637,76,301,17,394,62,176,12,250,471,6589,326,7386,9,1035,73,1117,54,1820,65,1939,18,767,22,807,12,559,13,584,21,883,26,930,46,882,24,952,80,633,14,727,82,364,15,461,78,195,11,284,400,7138,263,7801,25,2117,176,2318,155,3654,134,3943,55,1534,49,1638,34,1046,34,1114,57,1582,50,1689,98,1580,54,1732,149,1178,37,1364,158,665,32,855,140,371,23,534,871,13727,589,15187
IREG307,5,380,26,411,4,726,29,759,4,273,9,286,0,230,18,248,6,334,10,350,4,298,9,311,10,265,5,280,10,167,8,185,42,75,0,117,85,2748,114,2947,0,346,30,376,4,617,28,649,0,230,14,244,0,244,6,250,4,430,14,448,6,319,5,330,8,281,12,301,16,183,9,208,69,100,0,169,107,2750,118,2975,5,726,56,787,8,1343,57,1408,4,503,23,530,0,474,24,498,10,764,24,798,10,617,14,641,18,546,17,581,26,350,17,393,111,175,0,286,192,5498,232,5922
IREG308,13,1374,103,1490,99,2647,94,2840,37,1233,49,1319,28,812,91,931,36,1193,199,1428,55,1153,118,1326,76,879,58,1013,81,467,26,574,71,208,10,289,496,9966,748,11210,10,1280,101,1391,46,2593,89,2728,24,1169,65,1258,23,851,39,913,37,1389,79,1505,50,1308,63,1421,76,947,35,1058,78,523,30,631,126,279,21,426,470,10339,522,11331,23,2654,204,2881,145,5240,183,5568,61,2402,114,2577,51,1663,130,1844,73,2582,278,2933,105,2461,181,2747,152,1826,93,2071,159,990,56,1205,197,487,31,715,966,20305,1270,22541
IREG394,0,24,3,27,0,18,3,21,3,26,17,46,0,23,12,35,0,60,15,75,5,53,34,92,8,29,33,70,6,19,13,38,3,7,3,13,25,259,133,417,0,35,3,38,3,35,4,42,3,13,9,25,0,28,10,38,0,29,12,41,5,26,20,51,0,27,17,44,6,12,4,22,0,3,0,3,17,208,79,304,0,59,6,65,3,53,7,63,6,39,26,71,0,51,22,73,0,89,27,116,10,79,54,143,8,56,50,114,12,31,17,60,3,10,3,16,42,467,212,721
IREG397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,12,0,12
IREG401,41,1166,113,1320,178,2235,115,2528,57,1061,56,1174,39,792,79,910,65,1062,172,1299,84,931,129,1144,107,749,50,906,96,481,30,607,80,241,26,347,747,8718,770,10235,13,1085,108,1206,80,2212,110,2402,38,975,44,1057,36,851,31,918,56,1290,60,1406,94,1175,67,1336,110,925,42,1077,99,503,31,633,101,343,45,489,627,9359,538,10524,54,2251,221,2526,258,4447,225,4930,95,2036,100,2231,75,1643,110,1828,121,2352,232,2705,178,2106,196,2480,217,1674,92,1983,195,984,61,1240,181,584,71,836,1374,18077,1308,20759
IREG402,6,335,41,382,22,701,56,779,4,327,23,354,13,267,51,331,19,427,97,543,25,390,61,476,31,303,30,364,22,140,16,178,58,84,9,151,200,2974,384,3558,7,363,38,408,10,670,56,736,5,340,17,362,3,304,27,334,13,487,43,543,21,442,26,489,33,317,20,370,33,174,10,217,68,116,7,191,193,3213,244,3650,13,698,79,790,32,1371,112,1515,9,667,40,716,16,571,78,665,32,914,140,1086,46,832,87,965,64,620,50,734,55,314,26,395,126,200,16,342,393,6187,628,7208
IREG403,0,102,25,127,6,207,33,246,0,106,7,113,4,81,16,101,6,124,16,146,4,108,15,127,11,101,20,132,9,52,3,64,11,19,3,33,51,900,138,1089,3,104,20,127,0,226,46,272,0,95,8,103,3,94,8,105,4,165,35,204,12,118,15,145,13,121,12,146,7,52,8,67,13,24,3,40,55,999,155,1209,3,206,45,254,6,433,79,518,0,201,15,216,7,175,24,206,10,289,51,350,16,226,30,272,24,222,32,278,16,104,11,131,24,43,6,73,106,1899,293,2298
IREG494,0,4,0,4,0,3,0,3,0,11,0,11,0,9,0,9,0,9,5,14,0,15,11,26,0,7,7,14,3,3,0,6,0,3,0,3,3,64,23,90,0,3,3,6,0,3,0,3,0,4,0,4,0,7,3,10,3,8,5,16,0,3,8,11,0,9,8,17,0,4,0,4,3,0,3,6,6,41,30,77,0,7,3,10,0,6,0,6,0,15,0,15,0,16,3,19,3,17,10,30,0,18,19,37,0,16,15,31,3,7,0,10,3,3,3,9,9,105,53,167
IREG497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG501,4,243,22,269,15,437,29,481,3,188,20,211,0,175,21,196,3,283,35,321,11,218,46,275,8,186,30,224,11,102,13,126,16,39,5,60,71,1871,221,2163,0,224,16,240,5,451,20,476,4,190,3,197,5,189,14,208,3,304,17,324,12,246,13,271,7,242,13,262,17,110,8,135,35,53,8,96,88,2009,112,2209,4,467,38,509,20,888,49,957,7,378,23,408,5,364,35,404,6,587,52,645,23,464,59,546,15,428,43,486,28,212,21,261,51,92,13,156,159,3880,333,4372
IREG502,5,350,55,410,11,643,64,718,5,276,39,320,4,170,56,230,12,268,109,389,8,300,77,385,20,249,33,302,20,162,15,197,39,75,9,123,124,2493,457,3074,4,318,56,378,13,739,54,806,3,295,22,320,3,189,21,213,4,365,29,398,18,399,31,448,16,261,15,292,33,196,12,241,38,111,13,162,132,2873,253,3258,9,668,111,788,24,1382,118,1524,8,571,61,640,7,359,77,443,16,633,138,787,26,699,108,833,36,510,48,594,53,358,27,438,77,186,22,285,256,5366,710,6332
IREG503,0,311,23,334,11,607,30,648,4,261,15,280,10,215,25,250,8,325,32,365,11,286,28,325,19,230,15,264,27,103,6,136,35,51,3,89,125,2389,177,2691,0,307,17,324,13,553,39,605,3,264,11,278,3,235,13,251,9,436,25,470,25,335,21,381,18,291,17,326,23,138,7,168,60,56,7,123,154,2615,157,2926,0,618,40,658,24,1160,69,1253,7,525,26,558,13,450,38,501,17,761,57,835,36,621,49,706,37,521,32,590,50,241,13,304,95,107,10,212,279,5004,334,5617
IREG504,6,296,22,324,8,639,35,682,3,260,21,284,4,225,8,237,5,347,20,372,11,282,9,302,11,191,13,215,21,101,5,127,36,65,5,106,105,2406,138,2649,0,292,16,308,6,667,26,699,0,231,13,244,5,245,10,260,10,424,18,452,6,338,13,357,19,234,14,267,23,119,3,145,65,56,3,124,134,2606,116,2856,6,588,38,632,14,1306,61,1381,3,491,34,528,9,470,18,497,15,771,38,824,17,620,22,659,30,425,27,482,44,220,8,272,101,121,8,230,239,5012,254,5505
IREG505,30,1400,122,1552,108,2785,202,3095,43,1344,181,1568,36,971,276,1283,48,1336,422,1806,60,1141,280,1481,77,897,92,1066,83,433,42,558,76,178,21,275,561,10485,1638,12684,17,1363,133,1513,64,2692,166,2922,33,1321,74,1428,19,1064,71,1154,51,1606,115,1772,72,1488,111,1671,109,1088,48,1245,104,601,41,746,118,244,36,398,587,11467,795,12849,47,2763,255,3065,172,5477,368,6017,76,2665,255,2996,55,2035,347,2437,99,2942,537,3578,132,2629,391,3152,186,1985,140,2311,187,1034,83,1304,194,422,57,673,1148,21952,2433,25533
IREG506,6,335,41,382,13,698,50,761,3,317,45,365,9,335,44,388,3,578,91,672,14,498,95,607,10,315,36,361,17,140,22,179,42,46,6,94,117,3262,430,3809,0,307,39,346,5,658,56,719,3,294,29,326,3,303,22,328,6,499,44,549,12,440,40,492,14,301,30,345,29,154,19,202,71,58,8,137,143,3014,287,3444,6,642,80,728,18,1356,106,1480,6,611,74,691,12,638,66,716,9,1077,135,1221,26,938,135,1099,24,616,66,706,46,294,41,381,113,104,14,231,260,6276,717,7253
IREG507,7,611,61,679,48,1273,63,1384,23,507,38,568,10,296,49,355,21,471,103,595,35,492,63,590,34,436,30,500,37,277,18,332,35,109,8,152,250,4472,433,5155,5,609,64,678,30,1293,53,1376,8,490,21,519,5,366,15,386,17,645,31,693,25,621,22,668,40,466,14,520,55,294,12,361,57,127,7,191,242,4911,239,5392,12,1220,125,1357,78,2566,116,2760,31,997,59,1087,15,662,64,741,38,1116,134,1288,60,1113,85,1258,74,902,44,1020,92,571,30,693,92,236,15,343,492,9383,672,10547
IREG508,0,219,12,231,5,429,18,452,4,155,7,166,3,185,11,199,5,243,11,259,7,223,7,237,8,180,6,194,24,74,6,104,39,42,3,84,95,1750,81,1926,3,234,16,253,4,433,14,451,3,158,12,173,0,198,9,207,3,314,15,332,10,254,7,271,16,187,7,210,19,98,9,126,45,48,3,96,103,1924,92,2119,3,453,28,484,9,862,32,903,7,313,19,339,3,383,20,406,8,557,26,591,17,477,14,508,24,367,13,404,43,172,15,230,84,90,6,180,198,3674,173,4045
IREG594,0,4,0,4,0,6,8,14,0,5,0,5,0,10,8,18,3,24,23,50,3,30,50,83,0,23,31,54,0,15,11,26,0,3,7,10,6,120,138,264,0,7,3,10,0,11,0,11,0,9,8,17,0,5,13,18,0,10,25,35,0,9,34,43,3,15,22,40,3,5,3,11,0,3,4,7,6,74,112,192,0,11,3,14,0,17,8,25,0,14,8,22,0,15,21,36,3,34,48,85,3,39,84,126,3,38,53,94,3,20,14,37,0,6,11,17,12,194,250,456
IREG597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
IREG601,27,1078,82,1187,149,2122,78,2349,58,979,33,1070,27,733,30,790,54,1004,46,1104,77,923,42,1042,124,794,23,941,103,533,26,662,95,314,15,424,714,8480,375,9569,16,1119,75,1210,73,2044,55,2172,24,980,26,1030,19,787,29,835,43,1223,29,1295,79,1141,26,1246,123,922,20,1065,96,540,17,653,98,331,33,462,571,9087,310,9968,43,2197,157,2397,222,4166,133,4521,82,1959,59,2100,46,1520,59,1625,97,2227,75,2399,156,2064,68,2288,247,1716,43,2006,199,1073,43,1315,193,645,48,886,1285,17567,685,19537
