region_id,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
LGA22620,2884,3089,3178,6267,295,321,616,12239,13735,25974,1656,1468,3124,14190,15524,29714
LGA22670,4718,5786,5393,11179,116,109,225,18297,18080,36377,2896,2497,5393,21309,20686,41995
LGA22750,5954,6807,6099,12906,423,444,867,26493,27556,54049,3431,3044,6475,30347,31044,61391
LGA22830,2214,2471,2228,4699,433,459,892,7314,7493,14807,1245,1177,2422,8992,9129,18121
LGA22910,519,494,523,1017,18,19,37,1509,1691,3200,281,281,562,1808,1991,3799
LGA22980,125,164,164,328,13,15,28,639,640,1279,80,69,149,732,724,1456
LGA23110,3248,3026,2932,5958,76,66,142,10193,10388,20581,1830,1665,3495,12099,12119,24218
LGA23190,457,533,543,1076,40,67,107,2101,2292,4393,280,221,501,2421,2580,5001
LGA23270,6258,6474,6479,12953,228,228,456,23111,24538,47649,3538,3411,6949,26877,28177,55054
LGA23350,435,571,406,977,32,35,67,1925,1991,3916,247,223,470,2204,2249,4453
LGA23430,4408,4358,4177,8535,66,69,135,17170,17837,35007,2611,2174,4785,19847,20080,39927
LGA23670,2739,3265,3195,6460,127,114,241,18985,20009,38994,1737,1404,3141,20849,21527,42376
LGA23810,2605,2560,2621,5181,226,228,454,8442,9217,17659,1470,1341,2811,10138,10786,20924
LGA23940,291,266,244,510,9,32,41,719,783,1502,167,139,306,895,954,1849
LGA24130,1137,1057,1079,2136,43,41,84,5538,5801,11339,602,627,1229,6183,6469,12652
LGA24210,2296,2442,2607,5049,23,30,53,14638,14929,29567,1339,1232,2571,16000,16191,32191
LGA24250,215,216,208,424,12,14,26,849,969,1818,123,110,233,984,1093,2077
LGA24330,4414,3794,2911,6705,68,68,136,9210,9172,18382,2681,1947,4628,11959,11187,23146
LGA24410,2106,2260,2532,4792,86,93,179,13198,13651,26849,1179,1173,2352,14463,14917,29380
LGA24600,9371,6207,5112,11319,75,47,122,14091,15925,30016,5245,4378,9623,19411,20350,39761
LGA24650,3676,4323,3916,8239,199,168,367,14964,15353,30317,2099,1974,4073,17262,17495,34757
LGA24780,1853,1918,2017,3935,360,438,798,6028,6364,12392,1053,977,2030,7441,7779,15220
LGA24850,1403,1223,1228,2451,85,90,175,4387,4646,9033,760,730,1490,5232,5466,10698
LGA24900,1070,1092,1063,2155,82,80,162,3102,3394,6496,620,532,1152,3804,4006,7810
LGA24970,4562,4566,4290,8856,63,86,149,24676,24132,48808,2814,2229,5043,27553,26447,54000
LGA25060,4130,3585,3674,7259,64,59,123,13129,14084,27213,2273,2124,4397,15466,16267,31733
LGA25150,848,900,790,1690,53,48,101,3579,3763,7342,514,418,932,4146,4229,8375
LGA25250,6395,5855,5351,11206,141,135,276,18116,19179,37295,3726,3136,6862,21983,22450,44433
LGA25340,5348,4714,5423,10137,221,201,422,16570,17776,34346,2827,2868,5695,19618,20845,40463
LGA25430,583,1012,733,1745,65,32,97,2311,2249,4560,311,312,623,2687,2593,5280
LGA25490,458,469,499,968,44,38,82,1889,2155,4044,238,254,492,2171,2447,4618
LGA25620,564,493,446,939,17,16,33,1329,1453,2782,316,278,594,1662,1747,3409
LGA25710,1177,1230,1245,2475,38,42,80,8995,9238,18233,673,631,1304,9706,9911,19617
LGA25810,355,373,354,727,24,24,48,1235,1318,2553,219,167,386,1478,1509,2987
LGA25900,6536,4441,3706,8147,45,37,82,7991,9105,17096,3714,2956,6670,11750,12098,23848
LGA25990,199,327,194,521,19,12,31,807,731,1538,115,109,224,941,852,1793
LGA26080,126,92,103,195,0,5,5,277,313,590,67,64,131,344,382,726
LGA26170,785,801,756,1557,39,47,86,2879,3284,6163,456,382,838,3374,3713,7087
LGA26260,377,409,409,818,47,34,81,1856,2016,3872,220,198,418,2123,2248,4371
LGA26350,5161,3635,3442,7077,26,25,51,10711,11939,22650,2906,2489,5395,13643,14453,28096
LGA26430,346,330,329,659,15,23,38,910,951,1861,191,175,366,1116,1149,2265
LGA26490,887,769,738,1507,30,34,64,3287,3335,6622,511,452,963,3828,3821,7649
LGA26610,786,850,817,1667,176,194,370,2286,2320,4606,434,422,856,2896,2936,5832
LGA26670,90,134,139,273,18,14,32,669,754,1423,48,52,100,735,820,1555
LGA26700,561,756,806,1562,49,55,104,3088,3485,6573,320,291,611,3457,3831,7288
LGA26730,1083,1150,1161,2311,108,107,215,3928,4438,8366,624,543,1167,4660,5088,9748
LGA26810,1330,2173,1324,3497,168,131,299,5332,4908,10240,771,674,1445,6271,5713,11984
LGA26890,88,126,122,248,3,3,6,449,516,965,50,41,91,502,560,1062
LGA26980,4107,3955,4030,7985,67,65,132,21175,22198,43373,2385,2087,4472,23627,24350,47977
LGA27070,4674,5251,5055,10306,233,248,481,19890,20779,40669,2808,2450,5258,22931,23477,46408
LGA27170,853,1048,907,1955,147,173,320,4886,5100,9986,547,405,952,5580,5678,11258
LGA27260,5812,6159,5323,11482,274,254,528,21876,22478,44354,3322,3010,6332,25472,25742,51214
LGA27350,4693,3418,3039,6457,49,55,104,7753,9242,16995,2631,2235,4866,10433,11532,21965
LGA27450,3856,3876,3797,7673,172,231,403,18495,19911,38406,2278,1952,4230,20945,22094,43039
LGA27630,275,242,248,490,18,13,31,719,776,1495,151,146,297,888,935,1823
LGA29399,78,56,40,96,0,0,0,70,58,128,45,33,78,115,91,206
LGA29499,667,1184,653,1837,91,62,153,1238,959,2197,398,293,691,1727,1314,3041
LGA30250,3,29,20,49,172,161,333,3,5,8,3,0,3,178,166,344
LGA30300,215,228,170,398,134,148,282,360,433,793,151,78,229,645,659,1304
LGA30370,472,487,396,883,87,118,205,1533,1589,3122,307,216,523,1927,1923,3850
LGA30410,136,118,106,224,36,41,77,280,314,594,72,70,142,388,425,813
LGA30450,12,18,6,24,6,3,9,16,32,48,9,3,12,31,38,69
LGA30760,68,72,70,142,19,19,38,165,206,371,44,31,75,228,256,484
LGA30900,18,20,22,42,25,26,51,12,10,22,7,11,18,44,47,91
LGA31000,37726,35009,30145,65154,3012,2831,5843,136205,143459,279664,22202,17996,40198,161419,164286,325705
LGA31750,25,23,7,30,0,12,12,34,15,49,18,7,25,52,34,86
LGA31820,3320,3282,3130,6412,594,657,1251,9282,10024,19306,1880,1650,3530,11756,12331,24087
LGA31900,644,675,602,1277,175,180,355,1732,1813,3545,386,291,677,2293,2284,4577
LGA31950,84,68,44,112,20,23,43,13,21,34,59,25,84,92,69,161
LGA32070,9504,7893,7077,14970,2713,2930,5643,15428,17318,32746,5341,4529,9870,23482,24777,48259
LGA32250,222,164,167,331,98,116,214,69,71,140,124,104,228,291,291,582
LGA32260,1014,1151,973,2124,429,479,908,2489,2569,5058,627,497,1124,3545,3545,7090
LGA32270,2008,1712,1069,2781,195,175,370,3144,3124,6268,1326,773,2099,4665,4072,8737
LGA32310,602,599,474,1073,200,198,398,1231,1374,2605,387,250,637,1818,1822,3640
LGA32330,12,15,11,26,184,167,351,0,0,0,7,5,12,191,172,363
LGA32450,314,293,159,452,91,127,218,209,207,416,229,107,336,529,441,970
LGA32500,230,683,163,846,123,143,266,673,221,894,148,101,249,944,465,1409
LGA32600,16,25,16,41,12,15,27,25,13,38,12,4,16,49,32,81
LGA32750,6,10,4,14,7,5,12,9,16,25,6,0,6,22,21,43
LGA32770,6,35,21,56,196,160,356,8,6,14,6,0,6,210,166,376
LGA33100,39,35,36,71,3,3,6,55,65,120,26,16,42,84,84,168
LGA33200,106,92,58,150,14,18,32,164,155,319,71,39,110,249,212,461
LGA33220,3061,3742,3263,7005,811,728,1539,9906,10802,20708,1770,1520,3290,12487,13050,25537
LGA33360,3388,2731,2193,4924,359,390,749,6155,6490,12645,2023,1494,3517,8537,8374,16911
LGA33430,25828,19839,19285,39124,1192,1319,2511,56649,61972,118621,14114,12738,26852,71955,76029,147984
LGA33610,579,468,476,944,92,110,202,1089,1175,2264,319,297,616,1500,1582,3082
LGA33620,1721,1738,1742,3480,285,250,535,4814,5339,10153,948,873,1821,6047,6462,12509
LGA33800,326,379,344,723,137,114,251,1078,1141,2219,205,159,364,1420,1414,2834
LGA33830,12,23,15,38,126,141,267,0,3,3,12,0,12,138,144,282
LGA33960,5985,6400,5540,11940,1387,1362,2749,20157,21091,41248,3475,2952,6427,25019,25405,50424
LGA33980,1934,1684,787,2471,105,95,200,2452,2443,4895,1443,555,1998,4000,3093,7093
LGA34420,3,10,7,17,112,109,221,3,7,10,3,0,3,118,116,234
LGA34570,6,13,12,25,56,70,126,0,0,0,3,3,6,59,73,132
LGA34580,1701,1513,1369,2882,213,243,456,4014,4583,8597,964,830,1794,5191,5656,10847
LGA34590,10606,10279,9893,20172,1579,1662,3241,33573,35610,69183,6034,5502,11536,41186,42774,83960
LGA34710,163,155,160,315,43,68,111,412,458,870,91,76,167,546,602,1148
LGA34770,5569,5477,3338,8815,871,943,1814,11710,12284,23994,3992,1830,5822,16573,15057,31630
LGA34800,94,86,31,117,4,3,7,65,73,138,71,26,97,140,102,242
LGA34830,0,0,3,3,23,31,54,3,0,3,0,0,0,26,31,57
LGA34860,933,736,608,1344,168,170,338,1191,1192,2383,556,416,972,1915,1778,3693
LGA35010,12456,12065,11112,23177,1762,1761,3523,44133,47462,91595,7091,6158,13249,52986,55381,108367
LGA35250,3,35,30,65,163,157,320,9,9,18,3,0,3,175,166,341
LGA35300,2567,1878,1429,3307,569,603,1172,1776,1723,3499,1502,1128,2630,3847,3454,7301
LGA35600,245,230,207,437,95,108,203,421,415,836,149,107,256,665,630,1295
LGA35670,0,6,9,15,135,131,266,3,3,6,0,0,0,138,134,272
LGA35760,483,483,429,912,104,116,220,911,1033,1944,268,241,509,1283,1390,2673
LGA35780,28,75,69,144,338,367,705,33,22,55,18,10,28,389,399,788
LGA35790,15,33,32,65,316,283,599,6,5,11,6,9,15,328,297,625
LGA35800,66,85,69,154,79,112,191,81,98,179,41,25,66,201,235,436
LGA36070,3,7,4,11,68,66,134,6,3,9,3,0,3,77,69,146
LGA36150,24,32,20,52,19,14,33,80,80,160,19,5,24,118,99,217
LGA36250,3484,3535,3517,7052,493,546,1039,16285,17372,33657,2014,1777,3791,18792,19695,38487
LGA36300,53,49,33,82,6,9,15,71,83,154,34,22,56,111,114,225
LGA36360,5901,5548,4510,10058,1269,1231,2500,11864,12420,24284,3475,2686,6161,16608,16337,32945
LGA36510,1089,1134,1005,2139,173,190,363,3864,4206,8070,631,536,1167,4668,4932,9600
LGA36580,720,764,677,1441,127,116,243,2283,2447,4730,433,347,780,2843,2910,5753
LGA36630,949,1053,936,1989,294,256,550,3190,3520,6710,582,466,1048,4066,4242,8308
LGA36660,958,1042,1083,2125,222,216,438,3554,3893,7447,559,496,1055,4335,4605,8940
LGA36710,10177,9495,8940,18435,979,970,1949,33603,37506,71109,5908,4924,10832,40490,43400,83890
LGA36810,1785,2488,1803,4291,1143,812,1955,4043,4595,8638,1088,812,1900,6274,6219,12493
