region_id,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
LGA10650,0,13,0,13,4,15,0,19,0,11,0,11,0,4,0,4,0,3,3,6,0,7,0,7,0,7,0,7,0,4,0,4,3,3,3,9,7,67,6,80,0,14,0,14,0,22,3,25,0,7,3,10,0,5,0,5,0,11,0,11,0,5,0,5,3,8,0,11,0,4,0,4,0,0,0,0,3,76,6,85,0,27,0,27,4,37,3,44,0,18,3,21,0,9,0,9,0,14,3,17,0,12,0,12,3,15,0,18,0,8,0,8,3,3,3,9,10,143,12,165
LGA10750,17,512,45,574,77,1019,56,1152,23,485,25,533,9,279,41,329,21,388,83,492,23,335,47,405,29,256,21,306,35,141,15,191,30,89,5,124,264,3504,338,4106,11,487,39,537,36,882,53,971,16,439,12,467,7,330,5,342,26,491,15,532,31,461,13,505,51,284,20,355,54,188,8,250,33,91,11,135,265,3653,176,4094,28,999,84,1111,113,1901,109,2123,39,924,37,1000,16,609,46,671,47,879,98,1024,54,796,60,910,80,540,41,661,89,329,23,441,63,180,16,259,529,7157,514,8200
LGA10800,0,16,0,16,0,33,0,33,3,16,0,19,0,8,0,8,0,8,0,8,0,9,0,9,4,12,0,16,4,3,0,7,0,5,0,5,11,110,0,121,5,14,0,19,0,30,0,30,0,11,0,11,0,8,0,8,0,14,0,14,0,14,0,14,0,12,0,12,0,6,0,6,3,0,0,3,8,109,0,117,5,30,0,35,0,63,0,63,3,27,0,30,0,16,0,16,0,22,0,22,0,23,0,23,4,24,0,28,4,9,0,13,3,5,0,8,19,219,0,238
LGA10850,3,13,3,19,0,32,0,32,0,14,0,14,0,8,0,8,0,12,0,12,0,6,0,6,3,10,0,13,0,3,0,3,3,0,0,3,9,98,3,110,0,12,3,15,0,30,0,30,0,16,0,16,0,4,0,4,0,3,0,3,0,13,0,13,0,8,0,8,0,5,0,5,4,0,0,4,4,91,3,98,3,25,6,34,0,62,0,62,0,30,0,30,0,12,0,12,0,15,0,15,0,19,0,19,3,18,0,21,0,8,0,8,7,0,0,7,13,189,6,208
LGA10900,0,64,3,67,16,163,0,179,0,77,0,77,4,45,0,49,0,63,3,66,6,62,3,71,5,70,3,78,7,36,3,46,8,20,0,28,46,600,15,661,3,74,0,77,4,112,0,116,5,78,0,83,4,65,0,69,4,68,3,75,3,70,4,77,14,72,0,86,6,39,0,45,10,20,0,30,53,598,7,658,3,138,3,144,20,275,0,295,5,155,0,160,8,110,0,118,4,131,6,141,9,132,7,148,19,142,3,164,13,75,3,91,18,40,0,58,99,1198,22,1319
LGA10950,0,24,5,29,0,50,0,50,6,19,0,25,0,17,0,17,0,17,0,17,0,17,0,17,0,18,3,21,0,13,0,13,0,9,0,9,6,184,8,198,0,32,0,32,0,52,4,56,0,15,0,15,0,20,0,20,0,27,0,27,0,30,0,30,0,16,0,16,0,8,0,8,3,7,7,17,3,207,11,221,0,56,5,61,0,102,4,106,6,34,0,40,0,37,0,37,0,44,0,44,0,47,0,47,0,34,3,37,0,21,0,21,3,16,7,26,9,391,19,419
LGA11000,0,0,0,0,4,6,0,10,0,0,0,0,0,4,0,4,0,5,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,4,21,0,25,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,17,4,21,0,0,0,0,4,12,0,16,0,0,0,0,0,4,0,4,0,5,4,9,0,6,0,6,0,11,0,11,0,0,0,0,0,0,0,0,4,38,4,46
LGA11050,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,0,6,0,0,0,0,3,14,0,17,0,3,0,3,0,4,0,4,0,7,0,7,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,3,0,0,3,3,26,0,29,0,6,0,6,0,8,0,8,0,7,0,7,0,3,0,3,0,0,0,0,0,7,0,7,0,3,0,3,3,6,0,9,3,0,0,3,6,40,0,46
LGA11100,4,34,0,38,3,59,0,62,0,20,0,20,0,30,0,30,0,32,0,32,3,37,3,43,3,30,3,36,0,16,3,19,3,10,3,16,16,268,12,296,0,29,0,29,3,54,3,60,0,39,3,42,0,21,3,24,0,32,3,35,0,36,3,39,3,32,3,38,10,19,3,32,3,18,0,21,19,280,21,320,4,63,0,67,6,113,3,122,0,59,3,62,0,51,3,54,0,64,3,67,3,73,6,82,6,62,6,74,10,35,6,51,6,28,3,37,35,548,33,616
LGA11150,0,39,7,46,4,87,14,105,0,34,4,38,0,27,5,32,0,35,4,39,0,58,5,63,0,39,0,39,4,23,0,27,5,11,3,19,13,353,42,408,0,38,14,52,0,82,12,94,0,39,4,43,0,27,0,27,0,53,0,53,3,65,6,74,3,42,4,49,7,31,4,42,7,15,3,25,20,392,47,459,0,77,21,98,4,169,26,199,0,73,8,81,0,54,5,59,0,88,4,92,3,123,11,137,3,81,4,88,11,54,4,69,12,26,6,44,33,745,89,867
LGA11200,0,63,6,69,3,86,3,92,0,47,0,47,0,42,0,42,0,43,3,46,3,57,0,60,3,70,3,76,4,39,4,47,3,22,0,25,16,469,19,504,0,48,3,51,0,103,11,114,3,42,3,48,0,40,11,51,0,54,3,57,0,75,3,78,3,60,0,63,4,40,0,44,14,19,0,33,24,481,34,539,0,111,9,120,3,189,14,206,3,89,3,95,0,82,11,93,0,97,6,103,3,132,3,138,6,130,3,139,8,79,4,91,17,41,0,58,40,950,53,1043
LGA11250,0,65,12,77,17,158,11,186,5,67,3,75,0,48,15,63,11,50,28,89,4,51,10,65,7,44,4,55,0,30,0,30,0,17,3,20,44,530,86,660,0,91,7,98,6,139,9,154,3,73,4,80,3,71,5,79,0,78,8,86,3,93,10,106,7,58,0,65,0,32,5,37,11,13,5,29,33,648,53,734,0,156,19,175,23,297,20,340,8,140,7,155,3,119,20,142,11,128,36,175,7,144,20,171,14,102,4,120,0,62,5,67,11,30,8,49,77,1178,139,1394
LGA11300,0,3,3,6,0,6,0,6,0,7,0,7,0,6,0,6,0,7,0,7,0,8,0,8,5,5,0,10,0,7,0,7,0,0,0,0,5,49,3,57,0,3,0,3,0,8,0,8,0,10,0,10,0,5,0,5,0,9,0,9,0,6,0,6,0,9,0,9,0,8,0,8,5,0,0,5,5,58,0,63,0,6,3,9,0,14,0,14,0,17,0,17,0,11,0,11,0,16,0,16,0,14,0,14,5,14,0,19,0,15,0,15,5,0,0,5,10,107,3,120
LGA11350,0,22,0,22,3,61,5,69,3,29,0,32,3,11,0,14,0,24,0,24,4,32,0,36,0,20,0,20,4,16,0,20,3,5,0,8,20,220,5,245,0,32,3,35,3,60,0,63,0,21,0,21,3,18,0,21,0,21,0,21,3,39,0,42,3,33,0,36,6,18,0,24,0,8,0,8,18,250,3,271,0,54,3,57,6,121,5,132,3,50,0,53,6,29,0,35,0,45,0,45,7,71,0,78,3,53,0,56,10,34,0,44,3,13,0,16,38,470,8,516
LGA11400,0,19,3,22,4,51,3,58,0,20,0,20,0,11,0,11,0,15,0,15,6,23,0,29,5,17,0,22,4,6,0,10,0,5,3,8,19,167,9,195,0,17,0,17,4,61,3,68,0,23,3,26,0,14,0,14,4,9,0,13,0,23,3,26,0,17,0,17,3,3,0,6,7,8,3,18,18,175,12,205,0,36,3,39,8,112,6,126,0,43,3,46,0,25,0,25,4,24,0,28,6,46,3,55,5,34,0,39,7,9,0,16,7,13,6,26,37,342,21,400
LGA11450,0,75,5,80,13,145,3,161,5,63,3,71,3,34,3,40,3,63,0,66,0,62,0,62,3,44,3,50,5,18,0,23,3,17,0,20,35,521,17,573,0,70,0,70,4,124,6,134,0,65,0,65,0,37,4,41,3,53,0,56,0,79,0,79,6,47,0,53,4,28,0,32,7,7,0,14,24,510,10,544,0,145,5,150,17,269,9,295,5,128,3,136,3,71,7,81,6,116,0,122,0,141,0,141,9,91,3,103,9,46,0,55,10,24,0,34,59,1031,27,1117
LGA11500,12,320,21,353,66,537,27,630,22,235,9,266,8,171,3,182,19,219,3,241,19,169,9,197,17,135,4,156,21,91,3,115,13,30,0,43,197,1907,79,2183,5,325,21,351,27,549,22,598,11,276,14,301,5,201,6,212,18,309,12,339,19,266,5,290,35,190,4,229,32,118,3,153,17,52,3,72,169,2286,90,2545,17,645,42,704,93,1086,49,1228,33,511,23,567,13,372,9,394,37,528,15,580,38,435,14,487,52,325,8,385,53,209,6,268,30,82,3,115,366,4193,169,4728
LGA11520,0,10,3,13,0,25,0,25,0,12,0,12,0,9,0,9,0,21,0,21,0,15,0,15,3,14,0,17,4,5,0,9,0,7,0,7,7,118,3,128,0,12,3,15,0,26,0,26,0,11,0,11,0,10,0,10,0,28,0,28,3,17,0,20,0,18,0,18,3,15,0,18,0,9,3,12,6,146,6,158,0,22,6,28,0,51,0,51,0,23,0,23,0,19,0,19,0,49,0,49,3,32,0,35,3,32,0,35,7,20,0,27,0,16,3,19,13,264,9,286
LGA11550,0,37,7,44,0,60,3,63,0,43,0,43,4,31,0,35,4,43,0,47,0,42,0,42,5,39,0,44,3,28,5,36,3,8,3,14,19,331,18,368,0,45,6,51,0,66,0,66,3,26,0,29,0,27,4,31,0,78,0,78,5,53,3,61,4,56,4,64,5,17,0,22,6,15,4,25,23,383,21,427,0,82,13,95,0,126,3,129,3,69,0,72,4,58,4,66,4,121,0,125,5,95,3,103,9,95,4,108,8,45,5,58,9,23,7,39,42,714,39,795
LGA11600,0,9,0,9,3,12,0,15,0,11,0,11,0,6,0,6,0,9,0,9,3,8,0,11,0,13,0,13,0,0,0,0,0,3,0,3,6,71,0,77,0,14,3,17,0,32,0,32,0,8,0,8,0,3,0,3,0,13,0,13,0,7,0,7,0,9,0,9,0,3,0,3,3,4,0,7,3,93,3,99,0,23,3,26,3,44,0,47,0,19,0,19,0,9,0,9,0,22,0,22,3,15,0,18,0,22,0,22,0,3,0,3,3,7,0,10,9,164,3,176
LGA11700,0,27,3,30,3,65,4,72,0,32,3,35,0,17,12,29,0,42,16,58,0,48,9,57,0,40,3,43,6,22,0,28,4,8,0,12,13,301,50,364,0,41,0,41,0,85,0,85,0,43,3,46,0,31,0,31,0,40,3,43,0,40,4,44,3,48,0,51,0,27,0,27,10,17,0,27,13,372,10,395,0,68,3,71,3,150,4,157,0,75,6,81,0,48,12,60,0,82,19,101,0,88,13,101,3,88,3,94,6,49,0,55,14,25,0,39,26,673,60,759
LGA11720,7,138,9,154,19,278,8,305,7,151,3,161,3,72,17,92,5,116,53,174,8,111,40,159,11,78,10,99,8,43,7,58,7,31,0,38,75,1018,147,1240,3,141,10,154,10,292,15,317,6,121,4,131,0,107,0,107,3,119,3,125,13,131,3,147,14,105,0,119,7,50,10,67,22,24,3,49,78,1090,48,1216,10,279,19,308,29,570,23,622,13,272,7,292,3,179,17,199,8,235,56,299,21,242,43,306,25,183,10,218,15,93,17,125,29,55,3,87,153,2108,195,2456
LGA11730,0,176,13,189,33,323,11,367,4,141,10,155,0,91,22,113,5,101,41,147,16,130,24,170,15,108,6,129,11,56,8,75,17,43,0,60,101,1169,135,1405,0,153,13,166,15,325,13,353,4,151,5,160,5,89,3,97,0,150,10,160,14,162,4,180,23,129,10,162,19,71,4,94,21,44,3,68,101,1274,65,1440,0,329,26,355,48,648,24,720,8,292,15,315,5,180,25,210,5,251,51,307,30,292,28,350,38,237,16,291,30,127,12,169,38,87,3,128,202,2443,200,2845
LGA11750,0,32,0,32,3,77,3,83,0,33,0,33,0,31,0,31,0,41,0,41,0,30,0,30,0,34,0,34,4,20,0,24,4,5,3,12,11,303,6,320,0,31,3,34,0,55,3,58,3,33,0,36,0,17,0,17,0,27,0,27,3,39,3,45,3,30,0,33,0,17,3,20,3,13,0,16,12,262,12,286,0,63,3,66,3,132,6,141,3,66,0,69,0,48,0,48,0,68,0,68,3,69,3,75,3,64,0,67,4,37,3,44,7,18,3,28,23,565,18,606
LGA11800,6,170,12,188,22,309,10,341,5,158,0,163,5,95,6,106,12,129,3,144,12,138,3,153,11,112,6,129,13,63,3,79,11,22,0,33,97,1196,43,1336,0,155,16,171,12,346,12,370,5,162,4,171,6,105,0,111,6,175,4,185,14,165,8,187,16,128,0,144,11,73,3,87,16,33,7,56,86,1342,54,1482,6,325,28,359,34,655,22,711,10,320,4,334,11,200,6,217,18,304,7,329,26,303,11,340,27,240,6,273,24,136,6,166,27,55,7,89,183,2538,97,2818
LGA11860,0,3,0,3,0,8,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,16,0,16,0,3,0,3,0,15,0,15,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,0,0,33,0,33
LGA12000,0,4,0,4,5,14,0,19,0,0,0,0,0,3,0,3,0,8,0,8,0,6,0,6,0,4,0,4,0,0,0,0,0,0,3,3,5,39,3,47,0,3,0,3,0,26,0,26,0,4,0,4,0,4,0,4,0,5,0,5,0,7,0,7,0,3,0,3,0,6,0,6,0,0,0,0,0,58,0,58,0,7,0,7,5,40,0,45,0,4,0,4,0,7,0,7,0,13,0,13,0,13,0,13,0,7,0,7,0,6,0,6,0,0,3,3,5,97,3,105
LGA12050,3,6,3,12,3,31,0,34,3,12,0,15,0,3,3,6,0,5,9,14,3,9,8,20,4,17,3,24,3,3,0,6,0,3,0,3,19,89,26,134,0,13,0,13,0,37,0,37,0,16,0,16,4,5,3,12,0,10,0,10,0,16,0,16,0,11,0,11,0,8,0,8,0,6,0,6,4,122,3,129,3,19,3,25,3,68,0,71,3,28,0,31,4,8,6,18,0,15,9,24,3,25,8,36,4,28,3,35,3,11,0,14,0,9,0,9,23,211,29,263
LGA12150,0,67,6,73,3,133,3,139,0,53,3,56,4,29,0,33,0,56,3,59,0,68,4,72,6,50,3,59,9,37,3,49,7,18,3,28,29,511,28,568,0,59,0,59,5,133,3,141,3,54,3,60,0,48,3,51,3,65,5,73,7,76,0,83,10,52,0,62,9,31,3,43,17,22,0,39,54,540,17,611,0,126,6,132,8,266,6,280,3,107,6,116,4,77,3,84,3,121,8,132,7,144,4,155,16,102,3,121,18,68,6,92,24,40,3,67,83,1051,45,1179
LGA12200,0,14,0,14,3,35,0,38,0,11,0,11,0,5,0,5,0,12,0,12,0,11,0,11,0,10,3,13,5,15,0,20,4,5,0,9,12,118,3,133,0,12,0,12,0,31,0,31,3,16,0,19,0,7,3,10,0,17,0,17,0,16,0,16,0,19,0,19,5,4,0,9,3,11,3,17,11,133,6,150,0,26,0,26,3,66,0,69,3,27,0,30,0,12,3,15,0,29,0,29,0,27,0,27,0,29,3,32,10,19,0,29,7,16,3,26,23,251,9,283
LGA12300,0,10,0,10,0,17,0,17,0,12,0,12,0,3,0,3,0,3,0,3,0,7,0,7,0,9,0,9,0,5,0,5,3,0,0,3,3,66,0,69,0,11,0,11,0,15,0,15,0,9,0,9,0,7,0,7,3,3,0,6,0,9,0,9,0,6,3,9,0,3,0,3,0,3,0,3,3,66,3,72,0,21,0,21,0,32,0,32,0,21,0,21,0,10,0,10,3,6,0,9,0,16,0,16,0,15,3,18,0,8,0,8,3,3,0,6,6,132,3,141
LGA12350,4,39,0,43,12,91,0,103,0,49,11,60,0,19,6,25,0,32,4,36,6,35,3,44,6,40,4,50,4,16,8,28,7,15,3,25,39,336,39,414,3,37,3,43,6,69,0,75,0,47,0,47,0,28,0,28,0,34,4,38,3,43,3,49,0,34,4,38,8,23,5,36,7,18,0,25,27,333,19,379,7,76,3,86,18,160,0,178,0,96,11,107,0,47,6,53,0,66,8,74,9,78,6,93,6,74,8,88,12,39,13,64,14,33,3,50,66,669,58,793
