region_id,M_T_20_24_PD_GD_GCL,M_T_20_24_BDL,M_T_20_24_ADip_DipL,M_T_20_24_CL_nfd,M_T_20_24_Ct_III_IV,M_T_20_24_Ct_I_II,M_T_20_24_LoE_NS,M_T_20_24_Tot,M_T_25_34_PD_GD_GCL,M_T_25_34_BDL,M_T_25_34_ADip_DipL,M_T_25_34_CL_nfd,M_T_25_34_Ct_III_IV,M_T_25_34_Ct_I_II,M_T_25_34_LoE_NS,M_T_25_34_Tot,M_T_35_44_PD_GD_GCL,M_T_35_44_BDL,M_T_35_44_ADip_DipL,M_T_35_44_CL_nfd,M_T_35_44_Ct_III_IV,M_T_35_44_Ct_I_II,M_T_35_44_LoE_NS,M_T_35_44_Tot,M_T_45_54_PD_GD_GCL,M_T_45_54_BDL,M_T_45_54_ADip_DipL,M_T_45_54_CL_nfd,M_T_45_54_Ct_III_IV,M_T_45_54_Ct_I_II,M_T_45_54_LoE_NS,M_T_45_54_Tot,M_T_55_64_PD_GD_GCL,M_T_55_64_BDL,M_T_55_64_ADip_DipL,M_T_55_64_CL_nfd,M_T_55_64_Ct_III_IV,M_T_55_64_Ct_I_II,M_T_55_64_LoE_NS,M_T_55_64_Tot,M_T_65ov_PtgdDe_GdDp_GdCt,M_T_65ov_BDL,M_T_65ov_ADip_DipL,M_T_65ov_CL_nfd,M_T_65ov_Ct_III_IV,M_T_65ov_Ct_I_II,M_T_65ov_LoE_NS,M_T_65ov_Tot,M_T_Tot_PD_GD_GCL,M_T_Tot_BDL,M_T_Tot_ADip_DipL,M_T_Tot_CL_nfd,M_T_Tot_Ct_III_IV,M_T_Tot_Ct_I_II,M_T_Tot_LoE_NS,M_T_Tot_Tot,F_Ind_15_19_PD_GD_GCL,F_Ind_15_19_BDL,F_Ind_15_19_ADip_DipL,F_Ind_15_19_CL_nfd,F_Ind_15_19_Ct_III_IV,F_Ind_15_19_Ct_I_II,F_Ind_15_19_LoE_NS,F_Ind_15_19_Tot,F_Ind_20_24_PD_GD_GCL,F_Ind_20_24_BDL,F_Ind_20_24_ADip_DipL,F_Ind_20_24_CL_nfd,F_Ind_20_24_Ct_III_IV,F_Ind_20_24_Ct_I_II,F_Ind_20_24_LoE_NS,F_Ind_20_24_Tot,F_Ind_25_34_PD_GD_GCL,F_Ind_25_34_BDL,F_Ind_25_34_ADip_DipL,F_Ind_25_34_CL_nfd,F_Ind_25_34_Ct_III_IV,F_Ind_25_34_Ct_I_II,F_Ind_25_34_LoE_NS,F_Ind_25_34_Tot,F_Ind_35_44_PD_GD_GCL,F_Ind_35_44_BDL,F_Ind_35_44_ADip_DipL,F_Ind_35_44_CL_nfd,F_Ind_35_44_Ct_III_IV,F_Ind_35_44_Ct_I_II,F_Ind_35_44_LoE_NS,F_Ind_35_44_Tot,F_Ind_45_54_PD_GD_GCL,F_Ind_45_54_BDL,F_Ind_45_54_ADip_DipL,F_Ind_45_54_CL_nfd,F_Ind_45_54_Ct_III_IV,F_Ind_45_54_Ct_I_II,F_Ind_45_54_LoE_NS,F_Ind_45_54_Tot,F_Ind_55_64_PD_GD_GCL,F_Ind_55_64_BDL,F_Ind_55_64_ADip_DipL,F_Ind_55_64_CL_nfd,F_Ind_55_64_Ct_III_IV,F_Ind_55_64_Ct_I_II,F_Ind_55_64_LoE_NS,F_Ind_55_64_Tot,F_Ind_65ov_PtgdDe_GdDp_GdCt,F_Ind_65ov_BDL,F_Ind_65ov_ADip_DipL,F_Ind_65ov_CL_nfd,F_Ind_65ov_Ct_III_IV,F_Ind_65ov_Ct_I_II,F_Ind_65ov_LoE_NS,F_Ind_65ov_Tot,F_Ind_TotPdDe_GdDp_GdCt,F_Ind_Tot_BDL,F_Ind_Tot_ADip_DipL,F_Ind_Tot_CL_nfd,F_Ind_Tot_Ct_III_IV,F_Ind_Tot_Ct_I_II,F_Ind_Tot_LoE_NS,F_Ind_Tot_Tot,F_NonI_15_19_PD_GD_GCL,F_NonI_15_19_BDL,F_NonI_15_19_ADip_DipL,F_NonI_15_19_CL_nfd,F_NonI_15_19_Ct_III_IV,F_NonI_15_19_Ct_I_II,F_NonI_15_19_LoE_NS,F_NonI_15_19_Tot,F_NonI_20_24_PD_GD_GCL,F_NonI_20_24_BDL,F_NonI_20_24_ADip_DipL,F_NonI_20_24_CL_nfd,F_NonI_20_24_Ct_III_IV,F_NonI_20_24_Ct_I_II,F_NonI_20_24_LoE_NS,F_NonI_20_24_Tot,F_NonI_25_34_PD_GD_GCL,F_NonI_25_34_BDL,F_NonI_25_34_ADip_DipL,F_NonI_25_34_CL_nfd,F_NonI_25_34_Ct_III_IV,F_NonI_25_34_Ct_I_II,F_NonI_25_34_LoE_NS,F_NonI_25_34_Tot,F_NonI_35_44_PD_GD_GCL,F_NonI_35_44_BDL,F_NonI_35_44_ADip_DipL,F_NonI_35_44_CL_nfd,F_NonI_35_44_Ct_III_IV,F_NonI_35_44_Ct_I_II,F_NonI_35_44_LoE_NS,F_NonI_35_44_Tot,F_NonI_45_54_PD_GD_GCL,F_NonI_45_54_BDL,F_NonI_45_54_ADip_DipL,F_NonI_45_54_CL_nfd,F_NonI_45_54_Ct_III_IV,F_NonI_45_54_Ct_I_II,F_NonI_45_54_LoE_NS,F_NonI_45_54_Tot,F_NonI_55_64_PD_GD_GCL,F_NonI_55_64_BDL,F_NonI_55_64_ADip_DipL,F_NonI_55_64_CL_nfd,F_NonI_55_64_Ct_III_IV,F_NonI_55_64_Ct_I_II,F_NonI_55_64_LoE_NS,F_NonI_55_64_Tot,F_NonI_65ov_PtgdDe_GdDp_GdCt,F_NonI_65ov_BDL,F_NonI_65ov_ADip_DipL,F_NonI_65ov_CL_nfd,F_NonI_65ov_Ct_III_IV,F_NonI_65ov_Ct_I_II,F_NonI_65ov_LoE_NS,F_NonI_65ov_Tot,F_NonI_Tot_PD_GD_GCL,F_NonI_Tot_BDL,F_NonI_Tot_ADip_DipL,F_NonI_Tot_CL_nfd,F_NonI_Tot_Ct_III_IV,F_NonI_Tot_Ct_I_II,F_NonI_Tot_LoE_NS,F_NonI_Tot_Tot,F_IS_NS_15_19_PD_GD_GCL,F_IS_NS_15_19_BDL,F_IS_NS_15_19_ADip_DipL,F_IS_NS_15_19_CL_nfd,F_IS_NS_15_19_Crt_III_an_IV_L,F_IS_NS_15_19_Ct_I_II,F_IS_NS_15_19_LoE_NS,F_IS_NS_15_19_Tot,F_IS_NS_20_24_PD_GD_GCL,F_IS_NS_20_24_BDL,F_IS_NS_20_24_ADip_DipL,F_IS_NS_20_24_CL_nfd,F_IS_NS_20_24_Crt_III_an_IV_L,F_IS_NS_20_24_Ct_I_II,F_IS_NS_20_24_LoE_NS,F_IS_NS_20_24_Tot
IARE102003,0,11,0,0,94,10,34,149,8,65,34,7,219,8,63,404,11,48,31,4,193,11,63,361,9,43,43,9,249,8,70,431,12,46,43,11,186,4,87,389,8,26,27,5,165,6,187,424,48,239,178,39,1125,56,554,2239,0,0,0,0,3,3,11,17,0,3,0,0,8,3,8,22,0,0,3,4,16,3,6,32,0,3,3,4,17,3,6,36,0,3,3,4,8,3,6,27,0,0,0,0,3,3,4,10,0,0,0,0,0,0,5,5,0,9,9,12,55,18,46,149,0,0,0,3,13,5,19,40,4,20,14,9,38,15,8,108,19,106,55,12,115,19,28,354,24,94,66,19,110,21,26,360,16,75,75,23,114,22,58,383,16,48,59,25,72,19,58,297,10,44,45,5,36,6,223,369,89,387,314,96,498,107,420,1911,0,0,0,0,0,0,13,13,0,0,0,0,3,0,9,12
IARE102004,0,0,0,3,41,4,12,60,3,6,11,0,62,0,17,99,4,14,20,4,61,7,28,138,4,16,14,5,77,0,23,139,5,15,10,9,70,5,36,150,7,12,12,4,55,0,49,139,23,63,67,25,376,16,194,764,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,0,0,7,0,0,0,0,0,3,6,9,0,0,0,0,5,0,0,5,0,0,3,0,0,0,3,6,0,0,0,0,0,0,3,3,0,3,3,0,9,6,12,33,0,0,0,3,5,4,13,25,0,3,4,3,16,3,4,33,7,35,21,3,36,6,6,114,8,31,27,6,47,10,19,148,10,18,27,8,47,5,25,140,11,25,23,5,19,5,33,121,4,23,15,3,9,0,53,107,40,135,117,31,179,33,153,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
IARE102005,0,7,3,3,142,13,42,210,11,77,41,13,312,17,84,555,21,98,107,15,313,17,113,684,18,61,62,19,389,15,129,693,20,87,54,18,309,7,137,632,17,51,52,24,348,6,364,862,87,381,319,97,1849,79,937,3749,0,0,0,0,0,0,13,13,0,0,0,0,7,0,8,15,0,5,3,3,8,0,5,24,0,0,6,3,11,4,16,40,0,5,3,0,3,3,6,20,0,0,3,0,5,3,11,22,0,0,0,0,3,0,7,10,0,10,15,6,37,10,66,144,0,0,0,5,34,11,53,103,0,35,17,7,69,25,20,173,32,163,64,18,209,30,46,562,48,178,135,36,220,32,75,724,49,123,133,47,232,26,86,696,44,115,100,34,121,14,134,562,16,79,96,30,56,16,422,715,189,693,545,177,941,154,836,3535,0,0,0,0,0,0,9,9,0,0,0,0,0,0,6,6
IARE102006,0,3,4,6,46,8,12,79,0,21,18,4,92,8,22,165,10,23,31,7,117,8,36,232,4,20,39,5,140,3,50,261,7,23,34,7,122,4,69,266,5,23,17,12,129,3,92,281,26,113,143,41,651,38,316,1328,0,0,0,5,0,0,0,5,0,0,0,0,5,3,4,12,0,5,3,0,4,3,4,19,0,0,3,3,8,3,6,23,0,3,0,0,4,0,5,12,0,0,3,0,4,0,5,12,0,0,3,0,0,0,10,13,0,8,12,8,25,9,34,96,0,0,0,0,7,0,19,26,0,10,3,3,31,8,5,60,11,58,19,3,67,14,10,182,10,43,32,15,71,4,15,190,9,48,49,12,73,9,44,244,10,36,21,13,51,12,41,184,6,21,44,9,22,7,107,216,46,216,168,55,322,54,241,1102,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5
IARE102007,0,13,6,0,72,4,36,131,5,54,27,9,143,4,83,325,9,47,30,0,132,6,97,321,8,27,27,4,150,6,71,293,11,18,14,4,106,0,75,228,4,12,11,0,86,0,132,245,37,171,115,17,701,23,543,1607,0,0,0,0,3,3,16,22,0,0,0,0,9,3,10,22,0,3,5,0,19,10,11,48,0,4,8,0,13,0,21,46,3,3,11,0,8,0,21,46,0,3,5,0,0,3,8,19,0,0,0,0,0,0,16,16,3,13,29,0,52,19,103,219,0,0,0,0,5,4,8,17,0,35,10,8,42,11,7,113,18,99,31,7,62,15,14,246,22,59,49,15,57,8,20,230,9,38,33,11,55,4,28,178,6,30,15,6,20,5,37,119,6,10,25,10,21,0,66,138,61,271,163,57,262,47,180,1041,0,0,0,0,0,0,28,28,0,0,0,0,0,0,32,32
IARE102008,0,4,3,3,41,0,17,68,0,31,24,6,75,3,19,158,11,28,34,5,90,4,34,206,3,29,25,6,90,4,40,197,4,10,17,4,61,3,28,127,0,4,6,0,37,0,50,97,18,106,109,24,410,17,211,895,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,9,0,14,23,0,3,5,0,6,4,5,23,0,3,7,0,7,0,4,21,0,0,0,0,3,0,5,8,0,0,0,0,0,0,3,3,0,6,12,0,25,4,39,86,0,0,0,3,10,3,3,19,3,5,6,0,18,8,4,44,7,66,25,6,40,8,11,163,14,62,41,12,26,3,13,171,11,41,52,9,36,8,34,191,6,26,32,8,17,3,27,119,3,7,9,0,5,0,35,59,44,207,165,38,152,33,127,766,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3
IARE102009,0,19,12,7,180,13,83,314,10,98,56,13,425,14,184,800,29,46,72,8,452,13,181,801,17,57,63,11,418,10,153,729,22,36,51,11,240,5,116,481,5,27,33,5,163,0,139,372,83,283,287,55,1902,59,935,3604,0,0,0,0,0,4,4,8,0,0,0,0,10,0,0,10,0,4,4,0,6,3,3,20,0,0,3,0,13,0,9,25,0,6,3,3,4,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,33,10,19,85,0,0,0,5,30,5,41,81,3,36,36,14,105,15,23,232,27,157,83,17,181,29,37,531,30,105,90,20,149,21,56,471,28,73,70,41,132,18,63,425,15,39,47,27,64,16,70,278,7,22,30,12,22,5,146,244,110,432,356,136,683,109,436,2262,0,0,0,0,0,0,41,41,0,0,0,0,0,0,23,23
IARE102010,0,10,4,4,89,12,28,147,6,76,27,6,229,10,66,420,18,58,50,15,220,8,82,451,26,49,38,9,233,3,108,466,28,28,29,8,180,7,91,371,6,19,27,12,147,0,167,378,84,240,175,60,1116,43,594,2312,0,0,0,0,0,3,12,15,0,3,0,0,4,3,9,19,0,3,4,3,12,3,7,32,0,3,0,3,13,3,13,35,0,0,3,0,9,0,12,24,0,3,3,3,3,3,3,18,0,3,3,0,3,0,3,12,0,15,13,9,44,15,59,155,0,0,0,3,9,3,28,43,6,29,14,4,43,15,9,120,27,111,42,12,115,32,28,367,36,109,82,11,125,12,45,420,22,73,89,31,114,15,62,406,22,61,47,29,57,6,61,283,3,32,44,7,24,6,178,294,116,415,318,97,487,89,411,1933,0,0,0,0,0,0,18,18,0,0,0,0,0,0,6,6
IARE102011,0,58,38,21,463,57,152,789,57,240,143,42,991,64,275,1812,85,302,262,30,1108,43,341,2171,109,259,240,41,1163,29,350,2191,110,296,222,50,1021,25,343,2067,68,168,171,59,939,17,727,2149,429,1326,1080,257,5776,254,2392,11514,0,0,3,4,8,3,48,66,0,3,8,3,32,9,10,65,4,12,18,3,64,16,27,144,3,23,16,7,46,9,32,136,0,15,19,3,34,6,25,102,3,4,3,3,6,0,28,47,0,3,3,0,3,0,15,24,10,60,70,23,193,43,185,584,0,0,3,13,69,30,98,213,11,127,79,29,308,80,53,687,132,555,261,63,612,104,80,1807,158,517,374,90,564,118,148,1969,153,396,436,136,530,82,282,2015,122,342,315,121,334,72,367,1673,38,234,309,81,132,27,958,1779,614,2171,1777,533,2549,513,1986,10143,0,0,0,0,0,0,84,84,0,3,0,0,0,0,58,61
IARE102012,0,3,5,3,35,4,12,62,0,13,9,0,80,5,30,137,8,19,25,6,113,6,34,211,8,25,20,3,148,4,66,274,11,33,34,8,146,0,76,308,19,28,24,11,130,6,108,326,46,121,117,31,663,29,349,1356,0,0,0,0,0,0,4,4,0,0,0,0,4,0,3,7,0,0,5,0,0,0,4,9,0,3,0,0,3,3,3,12,0,3,0,0,3,0,3,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,6,5,0,10,3,23,47,0,0,0,0,10,6,5,21,0,10,4,3,11,5,4,37,5,41,14,10,49,5,9,133,18,52,37,20,53,11,19,210,16,38,46,11,75,8,35,229,21,51,48,7,58,8,49,242,7,32,40,13,11,4,120,227,67,224,189,64,267,47,241,1099,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,3
IARE102013,0,9,9,4,159,8,27,216,5,62,38,12,309,16,64,506,21,56,59,9,296,11,85,537,15,47,59,10,313,4,75,523,26,52,43,13,231,3,100,468,10,36,33,10,185,4,187,465,77,262,241,61,1514,50,583,2788,0,0,0,0,0,0,6,6,0,0,0,0,6,0,0,6,0,0,0,3,9,0,0,12,0,3,0,0,8,7,3,21,0,5,0,0,5,0,0,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8,0,3,28,7,17,63,0,0,4,3,13,12,34,66,0,41,18,10,79,17,18,183,18,147,74,30,177,25,31,502,27,131,91,27,137,23,44,480,40,83,81,24,136,26,65,455,19,65,59,20,63,20,89,335,7,53,58,6,26,5,250,405,111,520,385,120,631,128,531,2426,0,0,0,0,0,0,13,13,0,0,0,0,0,0,7,7
IARE102014,0,14,9,4,46,5,13,91,14,41,26,5,111,3,31,231,14,38,59,7,150,11,37,316,30,40,50,9,191,5,46,371,45,69,49,11,188,7,61,430,25,38,33,10,137,0,102,345,128,240,226,46,836,34,323,1833,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,6,0,0,5,3,5,0,3,16,0,0,0,0,5,0,6,11,3,0,4,0,5,0,5,17,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,3,0,9,6,18,0,33,69,0,0,0,6,16,4,20,46,0,10,8,3,37,8,7,73,12,80,36,14,63,12,8,225,40,96,74,14,83,13,25,345,38,84,73,29,78,15,42,359,49,82,72,29,61,3,57,353,11,48,44,7,18,0,129,257,150,400,307,102,356,55,288,1658,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4
IARE103001,0,3,0,0,19,0,16,38,3,19,17,0,33,0,23,95,3,20,15,0,50,0,50,138,5,10,14,0,41,0,37,107,0,9,5,0,31,5,31,81,3,3,3,0,23,4,55,91,14,64,54,0,200,9,233,574,0,0,0,0,0,0,13,13,0,0,0,0,0,3,0,3,0,7,0,0,9,4,10,30,0,3,3,0,12,4,9,31,3,3,4,0,3,0,9,22,0,3,3,0,3,0,9,18,0,0,0,0,0,0,7,7,3,16,10,0,27,11,57,124,0,0,0,0,0,0,4,4,0,8,4,3,8,3,3,29,7,46,16,0,20,3,3,95,5,27,19,4,16,4,4,79,8,15,10,5,12,3,14,67,3,15,4,4,11,0,11,48,0,7,3,5,0,3,26,44,23,118,56,21,67,16,65,366,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,8
IARE103002,0,3,0,0,7,0,8,18,0,9,3,0,18,3,9,42,0,5,3,3,22,6,11,50,0,6,4,3,26,3,22,64,4,5,3,0,16,0,8,36,0,0,3,0,11,0,12,26,4,28,16,6,103,12,82,251,0,0,0,0,3,0,10,13,0,0,0,0,5,0,11,16,3,0,0,3,6,0,4,16,0,3,3,0,7,7,8,28,0,3,3,0,6,0,7,19,0,3,3,0,4,4,0,14,0,0,0,0,0,0,3,3,3,9,9,3,31,11,43,109,0,0,0,0,0,3,3,6,0,4,4,0,7,0,0,15,3,15,9,0,4,3,3,37,3,8,0,4,8,0,0,23,3,11,4,0,3,0,3,24,0,6,4,0,0,0,6,16,0,0,7,0,0,0,9,16,9,44,28,4,22,6,24,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE103003,0,7,0,3,53,0,18,81,6,34,9,4,113,0,48,214,3,21,18,0,132,3,36,213,5,15,12,0,125,0,33,190,7,13,5,0,72,0,40,137,0,3,3,3,43,0,52,104,21,93,47,10,546,3,252,972,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,6,0,0,3,0,3,3,0,9,0,3,0,3,3,3,0,12,0,0,4,0,3,0,5,12,0,0,0,0,3,0,3,6,0,0,0,0,0,0,3,3,0,6,7,3,15,6,14,51,0,0,0,0,6,4,6,16,0,20,3,0,25,6,4,58,3,53,20,5,61,7,15,164,12,29,16,4,37,5,11,114,10,15,21,7,37,8,16,114,0,6,8,5,16,0,17,52,0,7,11,0,4,5,51,78,25,130,79,21,186,35,120,596,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6
IARE103004,0,3,4,0,20,3,9,39,0,23,9,0,53,3,16,104,5,12,20,3,46,0,25,111,0,5,15,7,73,3,24,127,5,5,7,0,37,0,39,93,0,3,6,9,34,0,79,131,10,51,61,19,270,12,220,643,0,0,0,0,0,3,9,12,0,0,0,3,3,3,5,14,0,3,3,0,11,0,10,27,0,0,6,3,8,0,7,24,0,3,0,0,6,3,4,16,0,0,0,0,0,0,7,7,0,0,0,0,0,0,8,8,0,6,9,6,28,9,50,108,0,0,0,3,3,0,6,12,0,8,7,0,10,3,0,28,4,41,7,3,20,3,0,78,11,22,19,3,16,6,4,81,12,19,30,6,28,3,15,113,3,13,22,3,10,3,18,72,4,7,4,3,10,0,64,92,34,110,89,21,97,18,107,476,0,0,0,0,0,3,8,11,0,0,0,0,0,0,7,7
IARE103005,3,9,13,10,158,8,92,293,20,78,42,19,293,24,164,640,28,51,76,20,331,22,141,669,27,69,88,14,428,6,178,810,33,74,63,11,407,12,192,792,10,23,40,8,330,3,392,806,121,304,322,82,1976,85,1220,4110,0,0,0,0,0,3,12,15,0,3,3,0,16,6,12,40,0,3,5,0,13,3,15,39,0,8,10,7,17,4,20,66,0,6,11,0,13,0,16,46,0,3,4,3,3,0,9,22,3,0,0,0,0,0,15,18,3,23,33,10,62,16,99,246,0,0,3,7,18,11,34,73,3,43,15,8,97,30,18,214,39,152,68,15,169,38,43,524,45,137,77,19,183,22,52,535,58,121,110,37,207,28,114,675,34,88,59,29,104,17,136,467,10,47,40,17,40,3,555,712,189,588,372,132,818,149,952,3200,0,0,0,0,0,0,28,28,0,0,0,0,0,0,22,22
IARE103006,0,11,5,4,17,3,20,60,4,31,20,0,62,3,40,160,11,25,29,6,79,4,62,216,8,15,17,8,101,6,74,229,0,12,19,6,122,6,104,269,0,7,12,9,122,0,150,300,23,101,102,33,506,25,479,1269,0,0,0,0,0,3,21,24,0,0,0,3,5,3,8,19,3,3,8,0,22,3,12,51,0,9,5,0,13,0,21,48,0,5,3,5,14,3,14,44,3,6,0,0,0,0,18,27,0,0,0,0,0,0,14,14,6,23,16,8,54,12,108,227,0,0,0,0,3,0,3,6,3,15,3,0,15,0,0,36,8,60,21,7,36,8,6,146,7,46,35,7,30,4,21,150,3,33,25,4,37,0,23,125,14,29,25,3,38,10,31,150,3,16,20,4,16,0,62,121,38,199,129,25,175,22,146,734,0,0,0,0,0,0,7,7,0,0,0,0,0,0,11,11
IARE104001,4,38,18,11,192,23,68,354,36,230,99,25,539,28,131,1088,108,361,188,23,680,23,176,1559,138,360,205,35,899,20,224,1881,178,389,241,58,772,21,239,1898,111,295,261,44,868,27,564,2170,575,1673,1012,205,3976,160,1504,9105,0,0,0,4,4,0,8,16,0,0,0,3,7,0,8,18,0,0,0,0,23,3,9,35,4,14,10,0,11,3,12,54,5,7,8,0,6,3,9,38,0,3,5,0,3,0,6,17,0,3,0,0,0,0,9,12,9,27,23,7,54,9,61,190,4,0,7,5,37,15,52,120,3,64,50,13,135,28,21,314,65,409,155,38,302,58,66,1093,163,582,336,61,358,54,109,1663,180,484,414,93,461,65,187,1884,186,410,349,106,257,53,265,1626,82,279,348,87,136,20,836,1788,683,2228,1659,403,1686,293,1536,8488,0,0,0,0,0,0,37,37,0,0,0,0,0,0,25,25
IARE104002,5,30,21,6,129,16,99,306,35,189,94,18,360,20,154,870,92,393,161,22,543,17,194,1422,146,360,199,37,678,13,232,1665,180,385,213,32,581,12,245,1648,84,204,124,27,408,4,243,1094,542,1561,817,142,2731,91,1275,7159,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,4,0,3,0,12,0,9,6,0,5,0,6,26,6,0,3,0,7,0,4,20,3,5,4,0,3,0,3,18,0,0,0,0,0,0,0,0,9,14,18,4,18,3,13,79,0,0,8,0,21,14,50,93,3,61,48,9,96,16,17,250,72,376,179,30,220,36,61,974,201,632,364,66,261,37,103,1664,201,522,442,53,296,44,165,1723,200,422,318,57,139,34,169,1339,74,181,175,30,59,9,298,826,751,2194,1534,245,1092,190,863,6869,0,0,0,0,0,0,38,38,0,0,0,0,3,0,20,23
IARE104003,0,40,30,23,484,27,183,787,31,121,132,29,1184,53,412,1962,45,174,182,35,1223,35,408,2102,71,140,177,27,1226,28,375,2044,62,183,169,47,1073,18,394,1946,38,128,114,47,802,10,573,1712,247,786,804,214,6065,183,2545,10844,0,0,0,0,6,5,17,28,0,3,4,0,24,4,5,40,0,8,6,3,26,7,9,59,5,6,7,3,23,5,16,65,0,9,5,3,21,6,11,55,0,4,0,0,6,0,14,24,0,0,0,3,0,0,15,18,5,30,22,12,106,27,87,289,0,0,9,11,60,33,129,242,3,67,88,20,326,71,61,636,46,355,226,79,674,110,121,1611,57,280,265,106,600,79,175,1562,87,225,298,92,466,76,248,1492,73,251,237,84,243,42,323,1253,22,133,136,64,98,14,669,1136,288,1311,1259,456,2467,425,1726,7932,0,0,0,0,0,0,65,65,0,0,0,0,4,0,42,46
IARE104004,5,26,22,14,257,24,127,475,25,129,74,33,593,46,246,1146,62,195,151,34,865,34,308,1649,94,214,211,52,1169,31,352,2123,121,251,239,69,1190,39,362,2271,76,214,237,48,1241,23,748,2587,383,1029,934,261,5384,224,2319,10534,0,0,0,0,3,5,21,29,0,0,0,8,16,3,15,42,3,3,9,6,24,8,21,74,0,6,16,3,28,4,23,80,5,17,14,11,15,4,25,91,0,3,13,0,7,0,14,37,0,4,4,0,0,0,17,25,8,33,56,28,93,24,136,378,0,0,6,10,58,32,85,191,0,59,43,31,199,61,33,426,35,267,139,52,433,71,78,1075,100,321,237,87,508,88,159,1500,101,344,326,122,596,95,247,1831,131,357,323,139,365,64,356,1735,60,208,265,109,143,28,914,1727,427,1556,1339,550,2302,439,1872,8485,0,0,0,0,0,0,49,49,0,0,3,0,3,0,31,37
IARE104005,3,85,66,19,522,72,218,985,78,438,189,56,1316,89,381,2547,190,675,413,65,1729,60,448,3580,225,607,511,74,2439,63,589,4508,309,785,562,111,2245,54,679,4745,221,510,482,118,2335,33,1431,5130,1026,3103,2226,459,10714,426,4091,22045,0,0,0,10,7,15,27,59,0,3,4,3,35,9,12,66,0,11,15,13,52,18,28,137,4,21,19,7,66,9,34,160,9,23,27,5,34,4,35,137,4,8,11,3,19,5,13,63,0,3,0,0,3,0,25,31,17,69,76,41,216,60,174,653,0,0,21,23,121,48,200,413,10,185,123,61,405,99,70,953,133,850,437,121,844,137,169,2691,292,1052,754,164,989,152,315,3718,349,1002,927,271,1245,213,522,4529,362,829,788,251,674,118,608,3630,148,515,628,172,348,55,1972,3838,1294,4433,3678,1063,4626,822,3856,19772,0,0,0,0,3,0,94,97,0,0,4,0,3,0,84,91
IARE104006,0,3,4,5,74,4,20,110,3,32,22,5,202,8,37,309,12,54,38,14,314,6,60,498,33,79,74,11,317,7,80,601,45,88,84,16,293,4,92,622,28,79,79,25,293,0,165,669,121,335,301,76,1508,34,494,2869,0,0,0,0,3,0,3,6,0,0,3,0,3,0,3,9,0,0,3,3,7,0,0,13,0,3,0,0,6,3,3,15,0,4,4,0,9,0,4,21,0,3,0,0,3,0,3,9,0,3,0,0,0,0,5,8,0,13,10,3,31,3,21,81,0,0,3,4,18,6,26,57,0,14,11,5,64,9,14,117,16,85,51,15,112,18,9,306,27,104,94,32,124,14,38,433,29,120,99,32,166,15,51,512,60,109,105,37,81,16,95,503,16,80,94,26,38,7,175,436,148,512,457,151,603,85,408,2364,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9
IARE104007,15,256,168,68,1086,98,388,2079,215,1087,643,95,2498,142,719,5399,492,1375,1081,126,3147,97,868,7186,599,1176,1064,163,3610,73,1093,7778,607,1133,838,198,2870,70,1032,6748,424,988,953,238,3533,74,2412,8622,2352,6015,4766,915,16926,611,7095,38680,0,0,3,0,6,3,17,29,0,5,11,6,38,8,13,81,3,29,15,0,32,8,17,104,4,22,18,6,44,0,17,111,0,14,21,7,42,5,17,106,7,12,13,4,12,0,13,61,3,4,6,0,0,0,32,45,17,86,87,23,174,24,126,537,3,4,27,34,190,90,281,629,27,393,353,83,820,124,172,1972,389,1908,960,176,1572,204,275,5484,660,1972,1643,360,1525,246,535,6941,677,1640,1510,430,1635,239,799,6930,533,1135,1197,431,818,194,948,5256,282,862,1075,382,594,99,3456,6750,2571,7914,6765,1896,7154,1196,6466,33962,0,0,3,0,4,3,166,176,0,3,3,0,4,3,135,148
