region_id,No_Int_con_HHs_with_Ind_p,No_Internet_connect_Other_hhd,No_Internet_connect_Tot_hhd,Ty_Int_con_Bba_HHs_with_Ind_p,Type_Int_conn_Bband_Other_hhd,Type_Int_conn_Bband_Tot_hhd,Typ_Int_con_Diup_HHs_w_Ind_p,Type_Int_conn_Di_up_Other_hhd,Type_Int_conn_Di_up_Tot_hhd,Type_Int_con_Oth_HHs_w_Ind_p,Type_Int_conn_Other_Other_hhd,Type_Int_conn_Other_Tot_hhd,Type_Int_con_Tot_HHs_w_Ind_p,Type_Int_conn_Tot_Oth_hhd,Type_Int_conn_Tot_Tot_hhd,Internet_con_ns_HHs_w_Ind_p,Internet_connect_ns_Oth_hhd,Internet_connect_ns_Tot_hhd,Tot_Hholds_w_Indig_per,Tot_Oth_households,Tot_Tot_households
ILOC10401603,34,1533,1567,118,4606,4724,9,281,290,12,238,250,139,5125,5264,7,227,234,180,6885,7065
ILOC10401604,57,1943,2000,205,5671,5876,11,302,313,21,216,237,237,6189,6426,19,290,309,313,8422,8735
ILOC10401605,109,1202,1311,182,2840,3022,6,120,126,26,194,220,214,3154,3368,21,190,211,344,4546,4890
ILOC10401701,155,1381,1536,127,2001,2128,12,117,129,24,125,149,163,2243,2406,21,145,166,339,3769,4108
ILOC10401702,20,113,133,27,209,236,0,7,7,5,9,14,32,225,257,6,15,21,58,353,411
ILOC10401703,38,1135,1173,86,2245,2331,8,174,182,11,128,139,105,2547,2652,12,132,144,155,3814,3969
ILOC10401801,67,1477,1544,239,5177,5416,18,232,250,29,282,311,286,5691,5977,19,210,229,372,7378,7750
ILOC10401901,33,22,55,4,70,74,3,7,10,0,6,6,7,83,90,0,4,4,40,109,149
ILOC10401902,226,2221,2447,269,3553,3822,15,211,226,30,208,238,314,3972,4286,35,296,331,575,6489,7064
ILOC10401903,59,2142,2201,215,5862,6077,15,345,360,12,233,245,242,6440,6682,12,253,265,313,8835,9148
ILOC10401904,22,622,644,48,900,948,4,54,58,3,56,59,55,1010,1065,0,66,66,77,1698,1775
ILOC10402001,52,1693,1745,153,4833,4986,8,348,356,6,237,243,167,5418,5585,19,287,306,238,7398,7636
ILOC10402002,32,761,793,132,2921,3053,5,152,157,16,161,177,153,3234,3387,3,91,94,188,4086,4274
ILOC10402003,235,5625,5860,562,12804,13366,30,757,787,38,741,779,630,14302,14932,61,895,956,926,20822,21748
ILOC10402101,308,7208,7516,930,17621,18551,33,847,880,80,868,948,1043,19336,20379,61,1160,1221,1412,27704,29116
ILOC10402102,250,6176,6426,705,16872,17577,34,734,768,78,921,999,817,18527,19344,52,971,1023,1119,25674,26793
ILOC10500101,13,771,784,58,3466,3524,0,126,126,6,183,189,64,3775,3839,6,150,156,83,4696,4779
ILOC10500102,144,3564,3708,182,8448,8630,15,414,429,37,583,620,234,9445,9679,38,534,572,416,13543,13959
ILOC10500201,24,144,168,16,205,221,0,14,14,3,12,15,19,231,250,3,21,24,46,396,442
ILOC10500202,50,467,517,50,1329,1379,0,79,79,7,74,81,57,1482,1539,9,81,90,116,2030,2146
ILOC10500203,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31
ILOC10500204,47,70,117,4,69,73,0,3,3,0,3,3,4,75,79,3,4,7,54,149,203
ILOC10500205,24,175,199,22,204,226,0,16,16,3,11,14,25,231,256,3,43,46,52,449,501
ILOC10500301,159,2940,3099,336,8634,8970,20,468,488,55,561,616,411,9663,10074,40,417,457,610,13020,13630
ILOC10500401,60,1792,1852,145,4224,4369,10,298,308,18,207,225,173,4729,4902,9,215,224,242,6736,6978
ILOC10500501,25,274,299,22,636,658,0,27,27,4,50,54,26,713,739,0,46,46,51,1033,1084
ILOC10500502,48,92,140,31,145,176,0,11,11,8,12,20,39,168,207,0,12,12,87,272,359
ILOC10500503,26,142,168,24,174,198,0,11,11,0,17,17,24,202,226,0,21,21,50,365,415
ILOC10500601,68,2094,2162,126,3913,4039,8,289,297,12,198,210,146,4400,4546,14,267,281,228,6761,6989
ILOC10500701,65,2370,2435,129,4173,4302,12,278,290,15,216,231,156,4667,4823,12,256,268,233,7293,7526
ILOC10500801,46,960,1006,78,1575,1653,4,106,110,5,103,108,87,1784,1871,7,100,107,140,2844,2984
ILOC10500901,139,1518,1657,166,2445,2611,5,168,173,14,141,155,185,2754,2939,46,184,230,370,4456,4826
ILOC10501001,51,920,971,44,1566,1610,0,95,95,10,87,97,54,1748,1802,11,130,141,116,2798,2914
ILOC10501002,50,748,798,45,1563,1608,0,107,107,5,92,97,50,1762,1812,3,95,98,103,2605,2708
ILOC10501101,128,1057,1185,176,1731,1907,10,117,127,29,101,130,215,1949,2164,28,140,168,371,3146,3517
ILOC10501201,198,2276,2474,192,4793,4985,15,267,282,24,290,314,231,5350,5581,34,348,382,463,7974,8437
ILOC10501202,94,1056,1150,125,2118,2243,8,132,140,21,145,166,154,2395,2549,11,124,135,259,3575,3834
ILOC10501301,62,1505,1567,105,2521,2626,3,168,171,14,162,176,122,2851,2973,15,164,179,199,4520,4719
ILOC10501401,141,305,446,82,417,499,3,27,30,18,20,38,103,464,567,8,27,35,252,796,1048
ILOC10501402,20,344,364,30,636,666,3,44,47,4,32,36,37,712,749,0,35,35,57,1091,1148
ILOC10501403,49,135,184,21,182,203,3,13,16,4,12,16,28,207,235,9,23,32,86,365,451
ILOC10501501,111,2259,2370,220,4327,4547,9,271,280,28,237,265,257,4835,5092,16,305,321,384,7399,7783
ILOC10501502,18,514,532,39,1116,1155,0,73,73,4,64,68,43,1253,1296,5,68,73,66,1835,1901
ILOC10501601,109,2324,2433,257,5303,5560,17,289,306,33,259,292,307,5851,6158,15,296,311,431,8471,8902
ILOC10501701,94,676,770,103,1024,1127,4,51,55,20,81,101,127,1156,1283,17,105,122,238,1937,2175
ILOC10501801,45,632,677,99,2028,2127,9,84,93,7,121,128,115,2233,2348,6,98,104,166,2963,3129
ILOC10501802,73,683,756,93,1170,1263,3,67,70,9,92,101,105,1329,1434,16,99,115,194,2111,2305
ILOC10501803,28,477,505,57,1783,1840,0,86,86,6,73,79,63,1942,2005,5,77,82,96,2496,2592
ILOC10501804,94,490,584,70,671,741,4,30,34,20,67,87,94,768,862,25,81,106,213,1339,1552
ILOC10501805,19,546,565,30,1037,1067,0,47,47,7,75,82,37,1159,1196,6,77,83,62,1782,1844
ILOC10501806,5,211,216,38,1034,1072,3,73,76,0,66,66,41,1173,1214,3,49,52,49,1433,1482
ILOC10501807,4,227,231,36,589,625,3,29,32,4,27,31,43,645,688,4,39,43,51,911,962
ILOC10501901,82,1251,1333,95,2306,2401,5,138,143,21,124,145,121,2568,2689,7,170,177,210,3989,4199
ILOC10502001,70,3075,3145,141,6308,6449,12,356,368,15,327,342,168,6991,7159,7,450,457,245,10516,10761
ILOC10502101,108,1327,1435,153,3564,3717,8,163,171,19,259,278,180,3986,4166,17,177,194,305,5490,5795
ILOC10502102,24,795,819,62,1669,1731,4,74,78,8,179,187,74,1922,1996,7,128,135,105,2845,2950
ILOC10502103,6,473,479,78,2879,2957,3,132,135,8,124,132,89,3135,3224,0,96,96,95,3704,3799
ILOC10502104,22,676,698,91,2655,2746,3,142,145,8,141,149,102,2938,3040,6,113,119,130,3727,3857
ILOC10502105,202,1238,1440,253,2996,3249,16,123,139,44,236,280,313,3355,3668,35,194,229,550,4787,5337
ILOC10502201,62,1397,1459,83,2497,2580,6,139,145,15,160,175,104,2796,2900,8,171,179,174,4364,4538
ILOC10600101,41,518,559,35,850,885,0,48,48,11,55,66,46,953,999,9,70,79,96,1541,1637
ILOC10600102,36,2101,2137,127,6503,6630,5,472,477,13,292,305,145,7267,7412,9,301,310,190,9669,9859
ILOC10600103,47,357,404,29,667,696,3,41,44,8,24,32,40,732,772,6,43,49,93,1132,1225
ILOC10600201,105,1479,1584,135,3720,3855,3,255,258,15,194,209,153,4169,4322,20,220,240,278,5868,6146
ILOC10600202,17,27,44,7,48,55,0,9,9,3,3,6,10,60,70,3,3,6,30,90,120
ILOC10600203,51,1260,1311,133,3723,3856,4,270,274,11,127,138,148,4120,4268,8,164,172,207,5544,5751
ILOC10600204,56,347,403,39,501,540,3,27,30,8,21,29,50,549,599,4,38,42,110,934,1044
ILOC10600205,30,389,419,23,685,708,0,36,36,3,33,36,26,754,780,0,63,63,56,1206,1262
ILOC10600206,24,3,27,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,27,6,33
ILOC10600301,31,392,423,47,737,784,4,60,64,11,39,50,62,836,898,3,41,44,96,1269,1365
ILOC10600302,295,2376,2671,446,5733,6179,18,396,414,63,382,445,527,6511,7038,55,313,368,877,9200,10077
ILOC10600303,203,6111,6314,591,14827,15418,26,1118,1144,50,627,677,667,16572,17239,34,840,874,904,23523,24427
ILOC10600401,119,2409,2528,322,9687,10009,13,382,395,40,690,730,375,10759,11134,30,422,452,524,13590,14114
ILOC10600402,58,2341,2399,191,8236,8427,14,517,531,14,460,474,219,9213,9432,9,412,421,286,11966,12252
ILOC10600501,75,2833,2908,189,6084,6273,11,398,409,25,379,404,225,6861,7086,16,346,362,316,10040,10356
ILOC10600502,60,1957,2017,123,5776,5899,5,325,330,16,313,329,144,6414,6558,11,249,260,215,8620,8835
ILOC10600503,50,3231,3281,254,11466,11720,22,628,650,20,501,521,296,12595,12891,17,515,532,363,16341,16704
ILOC10700101,28,3856,3884,81,15825,15906,5,503,508,7,714,721,93,17042,17135,8,1052,1060,129,21950,22079
ILOC10700201,27,4456,4483,256,45025,45281,7,1138,1145,16,1054,1070,279,47217,47496,5,1358,1363,311,53031,53342
ILOC10700301,105,427,532,108,755,863,5,34,39,10,44,54,123,833,956,6,70,76,234,1330,1564
ILOC10700302,40,292,332,54,553,607,3,20,23,6,35,41,63,608,671,7,40,47,110,940,1050
ILOC10700303,48,1088,1136,127,6574,6701,8,175,183,22,299,321,157,7048,7205,11,306,317,216,8442,8658
ILOC10700304,95,3395,3490,243,12842,13085,10,414,424,22,593,615,275,13849,14124,19,711,730,389,17955,18344
ILOC10700305,15,150,165,40,519,559,0,12,12,4,27,31,44,558,602,3,38,41,62,746,808
ILOC10700306,107,1778,1885,222,6479,6701,11,203,214,16,320,336,249,7002,7251,19,397,416,375,9177,9552
ILOC10700307,22,208,230,27,362,389,0,20,20,3,28,31,30,410,440,6,40,46,58,658,716
ILOC10700308,13,265,278,60,2144,2204,4,65,69,4,78,82,68,2287,2355,6,81,87,87,2633,2720
ILOC10700309,13,469,482,96,3206,3302,5,97,102,3,111,114,104,3414,3518,6,152,158,123,4035,4158
ILOC10700310,27,319,346,55,886,941,3,37,40,12,41,53,70,964,1034,9,69,78,106,1352,1458
ILOC10700311,6,585,591,43,3312,3355,3,103,106,7,97,104,53,3512,3565,5,146,151,64,4243,4307
ILOC10700312,54,1131,1185,76,2811,2887,6,97,103,10,142,152,92,3050,3142,14,225,239,160,4406,4566
ILOC10700313,53,451,504,74,747,821,0,33,33,11,51,62,85,831,916,17,81,98,155,1363,1518
ILOC10700314,29,708,737,83,2072,2155,3,73,76,3,83,86,89,2228,2317,5,142,147,123,3078,3201
ILOC10700315,98,1524,1622,170,4422,4592,4,197,201,20,249,269,194,4868,5062,19,337,356,311,6729,7040
ILOC10700316,11,686,697,81,7245,7326,0,185,185,3,267,270,84,7697,7781,3,258,261,98,8641,8739
ILOC10700317,31,836,867,105,6391,6496,5,172,177,7,228,235,117,6791,6908,5,262,267,153,7889,8042
ILOC10700318,18,653,671,73,2565,2638,3,95,98,10,109,119,86,2769,2855,8,155,163,112,3577,3689
ILOC10700319,74,443,517,108,964,1072,3,32,35,8,58,66,119,1054,1173,15,85,100,208,1582,1790
ILOC10700320,41,422,463,73,945,1018,7,28,35,13,83,96,93,1056,1149,17,103,120,151,1581,1732
ILOC10700401,12,582,594,59,3690,3749,3,112,115,6,102,108,68,3904,3972,0,107,107,80,4593,4673
ILOC10700402,22,1294,1316,140,7006,7146,5,261,266,7,225,232,152,7492,7644,0,240,240,174,9026,9200
ILOC10700403,41,1407,1448,102,4883,4985,4,240,244,15,232,247,121,5355,5476,7,195,202,169,6957,7126
ILOC10700404,18,585,603,99,2956,3055,0,133,133,8,95,103,107,3184,3291,6,104,110,131,3873,4004
ILOC10700405,10,463,473,58,2167,2225,5,87,92,3,82,85,66,2336,2402,0,82,82,76,2881,2957
ILOC10700501,89,3000,3089,186,9429,9615,11,357,368,13,444,457,210,10230,10440,10,581,591,309,13811,14120
ILOC10700601,59,2399,2458,398,13809,14207,14,533,547,27,644,671,439,14986,15425,18,551,569,516,17936,18452
ILOC10700701,91,348,439,89,434,523,4,34,38,10,50,60,103,518,621,11,49,60,205,915,1120
ILOC10700702,31,484,515,103,2584,2687,4,85,89,10,112,122,117,2781,2898,9,129,138,157,3394,3551
ILOC10700703,19,577,596,83,1982,2065,7,82,89,3,103,106,93,2167,2260,4,109,113,116,2853,2969
ILOC10700704,4,110,114,20,461,481,0,35,35,0,14,14,20,510,530,0,20,20,24,640,664
ILOC10700705,81,1855,1936,224,5746,5970,10,256,266,24,377,401,258,6379,6637,15,324,339,354,8558,8912
ILOC10700706,46,628,674,116,2060,2176,11,80,91,14,160,174,141,2300,2441,6,142,148,193,3070,3263
ILOC10700707,29,1032,1061,85,3892,3977,3,151,154,5,189,194,93,4232,4325,12,194,206,134,5458,5592
ILOC10700708,85,1424,1509,157,4405,4562,3,206,209,11,260,271,171,4871,5042,25,320,345,281,6615,6896
ILOC10700709,38,680,718,85,2483,2568,4,118,122,13,102,115,102,2703,2805,6,153,159,146,3536,3682
ILOC10700710,24,565,589,131,3564,3695,0,116,116,9,141,150,140,3821,3961,9,159,168,173,4545,4718
ILOC10700711,27,393,420,61,1540,1601,3,72,75,9,135,144,73,1747,1820,8,100,108,108,2240,2348
ILOC10700712,14,263,277,58,1365,1423,3,51,54,4,54,58,65,1470,1535,3,46,49,82,1779,1861
ILOC10700713,16,271,287,61,1439,1500,4,50,54,7,93,100,72,1582,1654,3,45,48,91,1898,1989
ILOC10700801,40,4064,4104,63,11882,11945,4,447,451,4,580,584,71,12909,12980,5,911,916,116,17884,18000
